artist|song|youtube_key|spotify_key
Tim Fitz|Sour|8P96dbNpuQM|
Tim Shiel|8pm Eternal|lNim5SMRnS4|
Timber Timbre|Hot Dreams|En1llevuLQ4|
Timberwolf|It Burns|MELrp9DiN-o|
Timothy Nelson & The Infidels|Soldier|LMqx5UZS-DQ|
Timothy Nelson & The Infidels|Calling Out To You|J9bPcK_s8Xk|
Tin Sparrow|Echoes In The Dark|QjIu5jb0VtQ|
Tinariwen|Toumast Tincha|IFtmB2U3Clo|
Tiny Ruins|Carriages|4mZy7ulpdq8|
Tirzah|No Romance|OVDix83_8XY|
Tjintu Desert Band|Kapi {Ft. Radical Son}||
Tkay Maidza|U-Huh|XvzC4TfsrI0|
Tkay Maidza|Switch Lanes {Prod. Paces}|i-AiWZOkpHA|
Todd Terje|Leisure Suit Preben|nuFOG_lCGGw|
Todd Terje|Strandbar|uEhge2_L9tI|
Todd Terje|Delorean Dynamite|LUOIvT9hzD8|
Todd Terje|Johnny & Mary {Ft. Bryan Ferry}||
Todd Terje|Alfonso Muskedunder|ozAswe6R0ts|
Todd Terje|Oh Joy|uLkx2Vg8RZo|
Todd Terje|Preben Goes To Acapulco|SYlP7C_hYhc|
Todd Terje|Inspector Norse|ebjXsc0UjdQ|
Toehider|Whoa!|ujLqOs4ubb0|
Toehider|You And I Both Lose (But 5 Wins)|jNsDbLN5vZY|
Tom Ugly|Since I Met You|JZWI0dUmJuM|
Tom Ugly|Slowly|_VH4g0o2qGg|
Tom Vek|Sherman (Animals In The Jungle)|3wQiSrOFt_0|
Tomas Barfod|Aftermath {Ft. Nina K}||
Tomas Barfod|Pulsing {Ft. Nina K}|oh-jLy3ttEU|
Tombs|Spiral|Xt-kf9Ltb8I|
Tora|Admire||
Tora|Overcome {Ft. Potato Potato}|e5HO5aQ0f0o|
Tora|Eat The Sun|6p60YKwVYJc|
Tora|Jaigantic|MVWFs0XmUQc|
Total Control|Black Spring|mFmrRXjk55U|
Total Control|Expensive Dog|HzJrJAmQlVc|
Total Control|Flesh War|883MXoIN0Vk|
Total Control|Liberal Party|Dh-MgssWM3M|
Total Control|Hunter|iWiRzoDepls|
Total Control|Safety Net|sCNRh0Htg-U|
Total Control|Glass|Od-GIE9kNG8|
Total Control|Systematic Fuck|JYKs0mOgghc|
Total Giovanni|Human Animal|a3N87Y3rWO4|
Touch Sensitive|Slowments|whV4iIOcHyw|
Tourism|Run|iW3mJvuLRAc|
Tourism|Supermodel|WIkBI7SBN4Q|
Tourist|Patterns {Ft. Lianne La Havas}|58x1KzGcrWo|
Tourist|I Can't Keep Up {Ft. Will Heard}|FCX6WBIzfQ8|
Tove Styrke|Even If I'm Loud It Doesn't Mean I'm Talking To You|MCcYl9E73nI|
Tove Styrke|Borderline|7zhwihAXMlI|
Travi$ Scott|Don't Play {Ft. Big Sean & The 1975}|iQhLccjeHYI|
Travi$ Scott|Grey|TvWGcDipjTs|
Trophy Eyes|In Return|IKSQmmbHYt0|
Trophy Eyes|Penfold State Forest|JWFg-Hmk7Ms|
Trotskies, The|DYR|8enni_mUJoY|
True Vibenation|Crazy But... {Ft. Sela}|Tvyk7qP9jlA|
True Vibenation|Question Mark Music||
Trust|Capitol|cu438gwa4uE|
Trust|Rescue, Mister|YuS_RDjznBQ|
Trust Punks|Prone Hold||
Trust Punks|Gordian Knot||
Truth|Follow The Music|IuAAAqK6hOo|
Tube & Berger|Set It Off|6IcrxJ_hMiQ|
Tully On Tully|Two Birds||
Twerps|Hypocrite||
Twerps|Back To You|7n-3z3vkLFg|
Twin Caverns|Drown|fOTQVeyIvRw|
Twinsy|Tear It Down|zCJE9ECfu5E|
Ty Segall|The Faker|teNWYl08vQE|
Ty Segall|Feel|O99Id3Iq2fw|
Ty Segall|Manipulator|7Una2_QKzkw|
Ty Segall|The Clock|F90L26--P5A|
Tycho|Dye|H14K9mJcmYE|
Tycho|Montana|QX5XKFn7Ngo|
UV boi|THANK U {Ft. Fionn Richards}||
UV boi|NorthFace {Ft. Blair de Milo}|IFfAFRxzYWE|
UV boi|Ghost {Ft. GRXGVR}||
Upskirts, The|Mind's A Burden|RopYD_ONvDA|
Urban Cone|Sadness Disease|oilGb3yL1ds|
Urthboy|Someone Else's House {Ft. Josh Pyke}|jUynCUiOYoc|
Used, The|Cry|CE2CAvJZiiM|
Vacationer|Stay|0mxadMJw-vY|
Vacationer|In The Grass|hfGNEYnuz_U|
Vance Joy|Who Am I|X4a2ixsBDhk|
Vance Joy|First Time|irfkIP91thQ|
Vance Joy|We All Die Trying To Get It Right|rHYxUW1mojo|
Vance Joy|Wasted Time|ztotPvPA-mw|
Vance Joy|Georgia|l0XRlNZbQFE|
Vance Joy|Mess Is Mine|1C816p-KTNk|
Vance Joy|Winds Of Change|bNl-dgYR3n8|
Vance Joy|All I Ever Wanted|0YzAlPLDiow|
Vance Joy|Red Eye|a3T1LyFRbwQ|
Vancouver Sleep Clinic|Flaws|NlZlcnUW1hc|
Velociraptor|Ramona|VqtxLk3Co5M|
Velociraptor|Sneakers||
Vic Mensa|Down On My Luck|5jUGAVUwhRU|
Vic Mensa|Wimme Nah {Prod. Kaytranada}|QTOn91OeMbw|
Villagers|Occupy Your Mind|Y7Wot63VSGg|
Vince Staples|65 Hunnid|UjoE2jNAD7U|
Vince Staples|Blue Suede|NJLfCBBcZAo|
Vines, The|Out The Loop|Zdk1HhGUrzk|
Vines, The|Girl I Want|FSiDijm9dw0|
Vines, The|Metal Zone|OPWeDWeedg0|
Vinnie LaDuce|Spinning|PYg1U5uB1cY|
Vinnie LaDuce|Irene|OvoY4LPWQnk|
Violet Swells|Here Comes Yesterday||
Violet Swells|Jupiter's Garden|IwNNm3Idqw0|
Voyager|Hyperventilating|RrBF0mhz1ho|
WAAX|Wisdom Teeth|AsY1N9balCM|
WEVAL|Gimme Some|Qu5ufsK0e-4|
WZRDKID|Hitchhiker's Galaxy|M7xyCvQh_5s|
Wagons|Chase The Eclipse|Hlqf43YSP1g|
Wake Owl|Buffalo|eEYVYsN0IxA|
Wake Owl|Candy|vjtLIED0mJE|
Walking Who, The|With Roses|9RdHYAt0WWU|
War On Drugs, The|Red Eyes|1LmX5c7HoUw|
War On Drugs, The|Under The Pressure|vkLOg252KRE|
Warpaint|Feeling Alright|_6dd6cwm3j8|
Warpaint|Disco//Very|ie6plcFQ330|
Warpaint|Biggy|LZgNBSkaTQQ|
Warpaint|Hi|60NTacXTgsA|
Warpaint|Keep It Healthy|yhtip8sYtb0|
Warpaint|Son|wAB4kz4Itiw|
Watermät|Bullit|HoMzLLWNV1g|
Wave Racer|Streamers|n4yu_oUM9TU|
Wax Witches|Social Introvert|meWyeUa_Brc|
Way Of The Eagle|12345 {Ft. Illy}|GDGvGtjOtPU|
Way Of The Eagle|Shadows {Ft. Harry James Angus}|05qcvgVgdkk|
Weeknd, The|Often|JPIhUaONiLU|
Weezer|Back To The Shack|3H89GXU9OeU|
Weezer|Ain't Got Nobody|lbLsgH-yn5c|
Wet|Move Me|cGcNqO4dCbc|
Wet|You're The Best|vfU71ZVqyMM|
White Caves|Dig|NQn7xkCXsTs|
White Fence|Like That|iHylhlys5-k|
White Hex|Paradise|psnhEcJTUq4|
White Lung|Face Down|BUIaj338JoE|
White Sea|Prague|cy3K5dK27go|
Wild Beasts|Wanderlust|9IIbbFIQTKI|
Wild Beasts|A Simple Beautiful Truth|JOIYLIgOY1Y|
Wild Smiles|Fool For You|9KjE_gy9yMI|
Wildcat! Wildcat!|Hero|p3W1v_ikuUA|
Wiley|On A Level|aRfRzsEhgVQ|
Willow Beats|Merewif|CV5tHLt0hDk|
Willow Beats|Chess|Kar1o-KjWwI|
Winterbourne|Cold|qBJv_QetA3I|
Wolf Alice|Moaning Lisa Smile|z71df68qLp0|
Wolf Tide|Spoke The Words|B5nQvpsRP7k|
Wolfmother|Heavy Weight|bJekvbXJc_I|
Woods|Moving To The Left|TydslHzRaMo|
Worriers, The|Cruel To Be Kind|z3i4KW2kQVY|
Wu-Tang Clan|Ron O'Neal {Ft. Nathaniel}|yoDI78zNPwI|
Wu-Tang Clan|Ruckus In B Minor|DUG9PlysxlM|
Wu-Tang Clan|Keep Watch {Ft. Nathaniel}|3E14-IBTq-g|
Wunder Wunder|Coastline|r2unM0MqSmI|
Wunder Wunder|Midnight Hours|Fy4Dp4GO7QM|
Wye Oak|The Tower|tJnRAnvtNnA|
Y.O.U|Heavy Crown|NCGC1WzX6dc|
YACHT|Where Does This Disco?|gQnLs-Xe9Nc|
YOGI|Burial {Ft. Pusha T}|UxZU4F7wHQM|
Years & Years|Real|H3T2RnTBp_4|
Years & Years|Take Shelter|Z0atZQSUE80|
Yelle|ComplÌ¬tement Fou|13o1i-cgTOA|
Yelle|Bouquet Final|9wvhqdyi8xk|
Yeo|Kobe|ODfzdYB1xWI|
YesYou|Even When {Ft. Noah Slee}|O9mD_8l2BwQ|
Yon Yonson|No Enemy||
Yon Yonson|Culver City|Rqu1VsFWu2Y|
Young & Sick|Heartache Fetish|zRogvVuXxTY|
Young Fathers|Get Up|E7UmjvbmHQM|
Young Fathers|Just Another Bullet|zaGGb50MBug|
Young Fathers|Soon Come Soon||
Young Fathers|War|6ChfQyJN9ow|
Young Franco|Close 2 U {Ft. JOY.}|myyQh3KsGz4|
Young Franco|Brooklyn|hV1I2MqtkZc|
Young Franco|FAT||
Young Franco & UV Boi|Anywhere|L3K4ykc2k-w|
Young Magic|Fall In|fsrYymcvGFs|
Young Thug, A$AP Ferg & Freddie Gibbs|Old English|7sdvjhMGoJk|
Yuko Nishiyama|Parade|Q0Y59iV86is|
Yuko Nishiyama|Heart Of Daisies|kVr_FLgunB8|
Yumi Zouma|Alena|QgQFgMHBfkU|
Yumi Zouma|The Brae|-F-bghLhWrg|
Yung Warriors|Money (If I Had It All)||
ZHU|Stay Closer|OSY5SwKvDss|
ZHU|Paradise Awaits|n01U_lsATkE|
ZHU|Gun|TPcQlExfBlc|
ZHU|Faded|BwWzSyxNc9I|
Zammuto|Good Graces|8j7fal60PUg|
Zola Jesus|Dangerous Days|As-issfZ2-Q|
Zoophyte|The Empire||
alt-J|Bloodflood pt.II|p_wdKxvOQbM|
alt-J|The Gospel Of John Hurt|LXkpWY5Y02Q|
alt-J|Arrival In Nara|gtZYsXSokFk|
alt-J|Nara|MtmrYisoxXA|
alt-J|Pusher|QTO_KHF1ch0|
alt-J|Warm Foothills|9WZh49lA9ns|
alt-J|Left Hand Free|NRWUoDpo2fo|
alt-J|Every Other Freckle|-mhgfXgwdls|
alt-J|Hunger Of The Pine|dCCXq9QB-dQ|
ceo|Whorehouse|MW7g6yMx_4A|
ceo|Mirage|g1q8lJCGg3k|
clipping.|Work Work {Ft. Cocc Pistol Cree}|-2GozE6XEqg|
cln|Better Than|8Ffrv642NHs|
cln|Satisfy {Ft. Lou Millar}|aCy_FvTuFwU|
cln|Sideways|bDPYZd2sj6o|
patten|Drift|oqt21LtJx6o|
sleepmakeswaves|The Stars Are Stigmata|nbO8toVeyrI|
sleepmakeswaves|Something Like Avalanches|zs1zO2xZWhA|
sleepmakeswaves|Great Northern|YZl0Vr7mgeY|
sleepmakeswaves|Perfect Detonator|VaXOTiBzglQ|
tUnE-yArDs|Water Fountain|jbiFcPhccu8|
