artist|song|youtube_key|spotify_key|jjj_preview
SKIES|Call For My Heart|H6vDe_Kop_A||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9863fdb3b6fe4afd900f2c3740b40ca8.mp3
SKIES|Too Young|loCcC8YGPa4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/79c330e8fcf32d5e252ae7d968a304ae.mp3
SOAK|Sea Creatures|VgaRm9j8SQI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/56a7780fe5d2d7e525180d315d669ac8.mp3
SOAK|Garden|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/86480917930eace8f6a0905da9797dfc.mp3
SOPHIE|Just Like We Never Said Goodbye|6Z3N79ktprw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4e587c57ca0dc5b60ec55bff25a27eef.mp3
SUIIX|Alright|GTnMiw8QtUs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/920e2bfbe073dd7927e9ee3eaba1a677.mp3
Sable|Like You (Girl) {Ft. Floria}|Cwr9Zbs4EEM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8ef6dfee274cc2a336901daa8e8db11f.mp3
Sable|One & Only|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/669a3d185ac22489afa1a16dd7f9423b.mp3
Saintseneca|Sleeper Hold|ccEwtZfnlMg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d1bddb36ff3332be614a6385296969f8.mp3
Sam Smith|Lay Me Down (Flume Remix)|p7upwgqlJ0s||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6c6118adfb8ac474d440c7516bd88960.mp3
Sam Wright|Make It So|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f3e59437e7e016cee1962e8cf17820e5.mp3
Sampa The Great|Jamal|uR8-cq0mztI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ed2c80b5a0c800ac1698beb50ca09d13.mp3
Sampa The Great|F E M A L E|lHoE43gcB1A||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/02469d40de402ff5f3de3f4025899425.mp3
Samuel Dobson|Who You Run With|8rP8aDkjSa0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/58d619943195c1ba02cde471674614a4.mp3
Samuel Dobson|Coda|CVrEZMRgkdQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/113137e1ee6d912e8932ab4b9565005e.mp3
San Cisco|Bitter Winter|WUXzudUTPHQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/80786463f6e5663e5c11490eb9fd6d6f.mp3
San Cisco|About You|3ShtU6f1htw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/36d322a65e365d1190e6f7dba0228319.mp3
San Cisco|Jealousy {Ft. Isabella Manfredi}|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4ff9f379e4703b9a42f8b2ea4bd47259.mp3
San Cisco|Magic|Q4US8rn7cWc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8d231d06c9719f3a422e018e7066d6c8.mp3
San Cisco|Snow|8H0PDVWWIow||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/51fb3d7713bd6a5113adc65fda8d0d17.mp3
San Cisco|Super Slow|L-uM9mD_xKE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/471c2ecfaede5bdc5df99ae837e2d479.mp3
San Cisco|Too Much Time Together|cLCaVZ3fmU0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c83be182ae224191091f21ec92ac0a83.mp3
San Cisco|Wash It All Away|1F_UZEpHzbc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4a0bc8923e4b892b9e760003a83b4e84.mp3
San Fermin|Jackrabbit|cvHzV7ygaOA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a490b7e7b8473c9806c1b02ca35b2a09.mp3
San Holo x Father Dude|IMISSU|q3gqn_KCZOw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/fb8fb19fee59074b4ab184b941c956a3.mp3
Sans|Torquay|_RFDjEnb1Pg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4cd5f15a72e77cefc8b427755b7c7162.mp3
Sans Parents|Loose People|EAfXZXxgWMk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5ab47912280dfd370788e1ab836beb69.mp3
Santigold|Radio|xjBdQmFnctA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/27f65264a78f44238b735c074e2920c8.mp3
Santigold|Can't Get Enough Of Myself {Ft. B.C.}|Bi171sZUQUA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5e1c883a8884fa5093dd40e4877b8da9.mp3
Sarah Blasko|I Am Ready|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bad79f0526b0d02fd12943de4ccd5904.mp3
Sarah Blasko|I'd Be Lost|tFdKcD03R0k||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9ab573cf94d1a68f983efb379b379cb4.mp3
Sarah Blasko|Maybe This Time|19cK3N6DgZI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/45104c04b6b7d5d050f2e93225df1aa0.mp3
Sarah Blasko|I Wanna Be Your Man|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/86c8a1e02332036d8e64d499330647ba.mp3
Sarah Blasko|Better With You|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/083991317297c31f549ba1ca9a96a30c.mp3
Sarah Blasko|Only One|o4Ua0LtxV94||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/fd56b3c4c5b157cfdf040f9c8a8e6d16.mp3
Saskwatch|I'll Be Fine|ysqPI_MgZ2E||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bb6ed1cefa5f9b6285ee02a15af3d355.mp3
Saskwatch|Down The Stairs|I3UOyJD8kuA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/513198477bb91e243d73fc59bbd341df.mp3
Savages|The Answer|kvvhHT0B5ck||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/df2ff19052d9d3fa507230a24a6da998.mp3
Savages|T.I.W.Y.G.|JkICznLrnew||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8f0072f156b324843ee9e8f37ef01b73.mp3
School Of Seven Bells|Open Your Eyes|hemIjEd9CYk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/76746e9751eb755f29b562429028acdf.mp3
Screaming Peaches|Sad Kid|R5A3itnYFBs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3828e0db31982ea691c4df87dab45075.mp3
Sea Legs|Witches Have Friends|K-fIYBZkCn4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/90ac4351a344b59b1759192e6880d1a6.mp3
Seekae|Picture Me Gone {triple j Like A Version}|HvYEReRxTy8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/320a1cbca75379cb9684b4d12c01483d.mp3
Set Mo|White Dress {Ft. Deutsch Duke}|KXWWCfkShxc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d6c2f07b2822e2db30a7721ff1003426.mp3
Set Mo|Chasing Forever {Ft. ALPHAMAMA}|gnvJZd1u7vg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0905b59e6e5d626a6a21f9c8ff1d4b27.mp3
Seth Sentry|Nobody Like Me {Ft. Remi}|omfVkwc1Iyc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/66e8e9ba94308804f5aac8d4b03675df.mp3
Seth Sentry|Violin|KPy5_HWSoZs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/90bd58e7752543b1bc8bd67f5c9fb9fa.mp3
Seth Sentry|Run|AmSvsQn2CP8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c15f62d176c858e3893069368add7171.mp3
Seth Sentry|How Are You|KursbkaDkiE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/36b771c1959f0074c0a77d79b457b2c0.mp3
Seth Sentry|Hell Boy|YwjnQEtc4p4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2c58ae7acc28ef4015ba7b838fa3f443.mp3
Seth Sentry|Dumb|qma3uz9NlKM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/70029d5bf1c563a9dc60ad8bd46513e7.mp3
Seth Sentry|1969|3ajSHQHwPoI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6d16326b8ef0e8d3c42ed1cdf753ddc7.mp3
Seven Davis Jr|Be A Man {Ft. Flako}|pmZ6dbkIcJQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1fee052385db42522ebbfe89ae6463f4.mp3
Seven Davis Jr|Good Vibes {Ft. Julio Bashmore}|znt-pde6Cik||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/167d96c1e7ef25e11a43574d4e901860.mp3
Shadow Child & Ben Pearce|Nothing Ever Hurts {Ft. Laurel}|_xJ6zii59pk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9ae51864bc8366793b3c302053155ee1.mp3
Shamir|Call It Off|10Kc7RK2rOs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/204e59276044cdd05d57ea028bfb75f2.mp3
Sharon Jones & The Dapkings|Little Boys With Shiny Toys|yBHTn-GWkJk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5672be9ef713da5568f1f6b01d73f677.mp3
Shearwater|Quiet Americans|fr2pdwhjtjU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/85a7ee493e1d0af3eca92a684bfa3ea2.mp3
Shining Bird|Rivermouth|oPplki-l_SY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6ece38142b08dd421d3d2087480f9b52.mp3
Shlohmo|Beams|MHMcrfXxlDM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/dc0c12e3f0f91d91213cde1d650087ff.mp3
Shlohmo|Buried|mVR10CD2Alk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f64ffcce2bc07ba9c240929cd1d4b246.mp3
Shlohmo|Emerge From Smoke|BrO6tm_WaZU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/15d29554da20df814fef4cec83160094.mp3
Shura|2Shy|8gtREooYQ9w||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/15f537c2d78ddaad8806ae02313e0b46.mp3
Shura|White Light|_N8mONNW_Ik||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5128c645993cb197643d5592b5113586.mp3
Sia|Bird Set Free|KrT_0J6m6y8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1fcd5746c7b5ebb8b510892d66e67f5a.mp3
Sia|Alive|t2NgsJrrAyM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ddbc52422665fcc229a19787c12e7d06.mp3
Sid Pattni|Being Human {Ft. Josh Osho}|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ea7faff6267acc90eeda21f026c5703c.mp3
Sid Pattni|Love And Desire {Ft. Sophie Hopes}|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9589f82859bc9c05e3f4b4c6a1fc4342.mp3
Silicon|God Emoji|NlHbKJhp1cQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0c4ddac07797d593dfecb4339333eb23.mp3
Silicon|Burning Sugar|tlPgdBFpFvo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/79575e60b5a988657d3443b4622292f9.mp3
Silversun Pickups|Circadian Rhythm (Last Dance)|fhU9O4T_mJU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/25a20babd498fc723f091c946ec3ead2.mp3
Silversun Pickups|Nightlight|x4IDM3ltTYo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/cdad662bf88287fc5777c5286bddb730.mp3
Sizarr|Scooter Accident|Fz3uI18SfEw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/307038029a27e71b9dc9a5814b19a574.mp3
Skaters|Mental Case|20wx6TLsqY0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/de1b34ffb23129f84f80f83871a9cc9b.mp3
Skegss|Eat It|KmZbXn2ydbc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8b401b16dcda6832ba8e0465f2f4b752.mp3
Skegss|Fun|LYQAbeF25Bk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f07be880abc05f29f0a2de32e0b55c37.mp3
Skepta|Back Then|NCy81IEW8f0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c9431426012c15ea424acd7b5302fd9a.mp3
Skepta|Shutdown|MQOG5BkY2Bc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ac08e90b8d4c5b0d38301db58e1b8e10.mp3
Slaves|Cheer Up London|sCU9ZKgfwlc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/12acc347df08c0581752bd7198605fb3.mp3
Slaves|The Hunter|VmtU-bLyReU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d441b6272c5973a7a18a263ec4c83a6c.mp3
Slayer|When The Stillness Comes|iP2njx-0mY0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b0df34d8970d693fca758b3edf36a3c8.mp3
Sleater-Kinney|No Cities To Love|_jiX-Svw7KQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ea6f1c527269e0477134b680c622533a.mp3
Sleater-Kinney|Surface Envy|zdNgHnLJWgw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/acbc0ffe190cabb7ea3f9d5c5ff9982f.mp3
Sleater-Kinney|Price Tag|TWc6knXULsw||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/274a7c7c117e53258dc297dc584f935f.mp3
Sleater-Kinney|Fangless|kV5ezv1yg0c||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f6515bf898abcd001c33c6db2e740d47.mp3
Sleater-Kinney|A New Wave|Kc1htX3q-F0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/582c31c3884678cef769d140ecf89edd.mp3
Sleepy Tom|Pusher {Ft. Anna Lunoe}|aEuFJWFZBPg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/239114477f06a4bdd147db1349b9d404.mp3
Slow Turismo|I Sit Down As Soon As I Get Up|qjncEYM-fws||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/04bcb8c025369f51f0247f1257996e46.mp3
Slum Sociable|Anyway|Html51IlX1Y||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/43a7b1b94db59acb54e70d171788c9b5.mp3
Slum Sociable|All Night|yfsEJOIlgnc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/163775825280b8b7891bda0cd87fefb0.mp3
Slum Village|Push It Along {Ft. Phife}|o-OJvV2Ux_0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/57488205716ecdf2ad90bcc4893c1948.mp3
Slum Village|Expressive {Ft. BJ The Chicago Kid and Illa J}|r9eCOoQv7-g||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b5011472b65cb822e39e6df2937fa262.mp3
Slumberhaze|Nothing But You|sCpcefu-v48||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3d42831b8aad05ef9b34e191d056b138.mp3
Slumberjack|Enigma {Ft. GRRL PAL}|JyrbrYsdf7M||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b4fab9602be279c25ed8af996726629b.mp3
Smith Street Band, The|Wipe That Shit-Eating Grin Off Your Punchable Face|oBZHN9MepPI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8b110bbdb58790de60cbba033cca060b.mp3
Smith Street Band, The|I Scare Myself Sometimes {Ft. Lucy Wilson}|1zmRDfw5hWI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2630a4b47445e6d74b58e0975d470153.mp3
Snakehips|All My Friends {Ft. Tinashe/Chance The Rapper}|I3mrYxPLSH4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a834ef22fb6b3eaf17cdb069d44d3498.mp3
Snakehips|Gone {Ft. Syd}|FmXz9V4vJmA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/71042b3878b1db0303b4de91337a2fe7.mp3
Snoop Dogg|So Many Pros|JPIm6vrSl9s||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/58d26ce2aa750bdec97664ea460e7e8f.mp3
Society|Protocol|HE8y5V235ps||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/53d14e6c22380c087ba5fb4ddbae3ffd.mp3
Soilwork|The Ride Majestic|0wLXeWKGRpM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9e758e0bc6b28a1ce8dbb8fb351cbdbc.mp3
Soko|Who Wears The Pants??|Nq7dTTodmgc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ef1bec5e3150bf1f611ca2a674b59689.mp3
Solkyri|Yes I'm Breathing|DgeNrlZycZ0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6416d6c2c228e58254ceedce7d02ee94.mp3
Son Little|Lay Down|zilN0KCkhRA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5fdeadc105e40bb83a621ebaccebe7ce.mp3
Son Lux|Flight|LijzJEwA4uE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/38bfec8927278600b9f277e2c1c455e1.mp3
Son Lux|Change Is Everything|OGtUDffAdy8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9539cc1b4a7d2144aae525a9a62da5df.mp3
Sons Of Rico|What Am I Doing Here?|K8U3ATS0RGs||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4a2ea043d1d38244c9fefc5eed924e60.mp3
Sons Of The East|Into The Sun|_m89rVfUn5s||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2a29bebbc242338f92034255ac0a2262.mp3
Sophie Lowe|Pink Flowers|qJyAt5l8rV8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5ac1964db1817dc049d24c00b323680f.mp3
Sophie Lowe|Understand|iMq6o2gCD7M||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/797339877e27ba2325f1025d1940faea.mp3
Soul Benefits|Step Up {Ft. Angel}|YH7K5Oc7gg0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a3b08d9f357d41b0b7d58761b431a25d.mp3
Spector|All The Sad Young Men|KQlMvtMI-II||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/beca06ce372e8a709aa6a6f6cec809e8.mp3
Speedy Ortiz|Raising The Skate|NdKZDWldEy8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d6ca20184cb657f244e3f7499a30890d.mp3
Speedy Ortiz|The Graduates|DU4FkiO_Bns||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/27e6a28716e1b3bcfe9325afa491ac16.mp3
Split Feed|Underground|gAX4sl4tgYM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/460ccb5ffdc1a1758f1fed9d39f4b072.mp3
Split Feed|Vanilla|s5OvZoA6oIU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3d1751844e30ca9c300ccc2640233f50.mp3
Spring King|City|_NpSk62x0Qk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/db12df4bc32fa0d8387c44e83448cdc6.mp3
Spring King|Who Are You?|BvlJed74Aoo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8811c4f8f66a10a49e8487ad4201628e.mp3
Squarepusher|Stor Eiglass|-usL_kRXm6s||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7baee9c46b6bad558611248dc802fae7.mp3
St. Lucia|All Eyes On You|oydbEwgUh_k||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/317dfbe2ff78407993d6b07deaebc082.mp3
St. South|Cadence|VC7SOkf0uls||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2db810363bde497d26a802a57be51f7d.mp3
St. Vincent|Teenage Talk|wAxo6pswlU0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/27b5f90e5c6d2d572233585020f67c3f.mp3
St. Vincent|Bad Believer|toe_wjLFc4A||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/bb7846765fc2d6e84f4e40af30abd022.mp3
Stanton Warriors|Loving Me Wrong|8nkDpz31UXg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8b196a93babfa7cdc25b83566a512487.mp3
Statik Selektah|Beautiful Life {Ft. Action Bronson & Joey Bada$$}|qEjBA9Rw9MU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/49c5f383d7b05afed6cef17d66d12f7c.mp3
Statues|Oh Precious Commodity|IkLNNSr1RsI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/cdbad1b24fed7249577006265f392c9d.mp3
Stealing Sheep|Not Real|5Q0UCBNYsms||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b84ff9b4e64696b95c2769684e3dc58f.mp3
Steven A. Clark|Not You|NI-ZlpWJAlI||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f2235b4c1bac4c0d7be1b7a4ac3ae484.mp3
Steven A. Clark|Can't Have|yB4ZAQTTs4E||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ccc7c97800a80f352f3e0f5086a7deb3.mp3
Sticky Fingers|Ghost Town|sJTyi9GiM7w||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/cbb2f6e0813432c9fe39f0c0847c93a9.mp3
Sticky Fingers|Delete {triple j Like A Version}|EvxJbniM1ec||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a17768e4981085635124287c5e927df3.mp3
Stillwater Giants|Patience|jNqK-33M2w4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/84bc3a2c9203232ae307f386a1a5b08b.mp3
Stonefield|Golden Dream|qUneaeh1oDE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6ce824a2c9983bb8862cb2e759d4a293.mp3
Stonefox|Ghost|VsT6w_Ln_NQ||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ff3d57ac33029b692d1bd13e388b7954.mp3
Stoops, The|Middle Of A Riot|V8TXgv0agq4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8cdf997657e0d8b7a3e21e867f56579f.mp3
Stormzy|Know Me From|PxbzujA69DA||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/87168c155cbce2959a32573407138f95.mp3
Stormzy|WickedSkengMan 4|OBeR1wgWmCY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e138d18106ab613a2bbd02df6ba2fdb9.mp3
Stormzy|Standard|FA49Iy_5IAk||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4bfae40d2e275575c144e53d4d38c9e6.mp3
Stormzy|Shut Up|RqQGUJK7Na4||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/22b4dc33add97d9a1f0308f0a48aaccb.mp3
Story So Far, The|Nerve|bOP5Po1EXG0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7be8d6a00221d3eeef9775e47748e653.mp3
Strange Babes|Come Back Around|OrjHWhJIV-g||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1159bec9e5ab394bb49a1fe993322f0c.mp3
Stray From The Path|First World Problem Child|D7E_rp-LsBM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ad2b0c3fb458d67e1c1d7d342effb6eb.mp3
Strypes, The|Get Into It|MCdxkq7DHxM||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5b60c696ea382741dfee0a6a08660591.mp3
Sufjan Stevens|All Of Me Wants All Of You|Se6-q57xJCg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/68d4a6acb074e12e2164c665cfae4169.mp3
Sufjan Stevens|Should Have Known Better|lJJT00wqlOo||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5505012d60ebcb9079d4cd50c060b1dd.mp3
Sufjan Stevens|No Shade In The Shadow Of The Cross|qx1s_3CF07k||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7593ec4290da89b3265cd75349ee7f26.mp3
Sufjan Stevens|Drawn To The Blood|jkkpHDX_Cvg||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7af6c6874c4fe23f2066029d9d4baf6f.mp3
Sufjan Stevens|Death With Dignity|dsGODTySH0E||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0a9eea6b30da950dfabc396e136595e7.mp3
Sui Zhen|Take It All Back|croUM7wR5tU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a01e18eeef0d1751491883d442714c77.mp3
Summer Camp|Bad Love|K1-dhDDNkTE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8234a83085c21bd48b1ac59d20b72707.mp3
Summer Flake|Makes Me Wanna Cry|P7B82Tctw3E||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4cf2b6c7bc7516f1ca32332b87c2c73d.mp3
Summer Flake|The Sun Won't Shine|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/fd68e1e84d95df8cf7f2218ba65fe021.mp3
Sunbeam Sound Machine|Getting Young|BVT8y2F8kW0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3f4941e7ef11a354a2d0ac7aa3657af6.mp3
Sunflower Bean|Wall Watcher|8RplDJ08s8Y||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b40747166d45533177f5e94843a5237e.mp3
Surahn|Wanted To Fly|pCBbBIsI5CE||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0c94570f7f32a8e9fc635c0d75bf45a9.mp3
Surfer Blood|I Can't Explain|3C-5_z01Olc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/aa29fe21b47c73af42d946b078aa5077.mp3
Surfer Blood|Point Of No Return|_iy9ynvd2WU||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/de9e301e794ab8e64ee6bcfbededd3b8.mp3
Swick|Crystal Palace|BGtHse-OL4w||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2ca56e88e17e122d799d60463d38d139.mp3
Swim Season|Soldiers|vYP3XbWmEek||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6dfceb8f013adc88c4cfaa99834323ac.mp3
Szymon|Medusa|NbuF2ksreXc||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/94e4e30688d71276bd508ae4bbc64270.mp3
Szymon|Golden|dhJ_0AmSbf0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3a4efc844bb1ba9d3752e5806da3a206.mp3
TACHES|Eat Your Friends {Ft. Shoffy}|ysIfBzUyqy0||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ce9ff41c40ea48e2d7de52cc0e270d31.mp3
TORRES|Sprinter|H6SIw30IOt8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2931fcc4ae6b67104715f03ade296165.mp3
TORRES|Strange Hellos|Ol61WOSzLF8||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4316eea607874ce6749351967f55d700.mp3
Ta-ku|Love Again {Ft. JMSN/Sango}|hrf8cbHSm4I||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1d89e25837d653017c960cde7048b95c.mp3
Tabrill|Moving On {Ft. Feki}|PMNyrzV8PqY||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/64eea1f9c99f2d4ab34b2a5da3ed35e6.mp3
Talib Kweli|Tryin To Breathe {Ft. Killer Mike}|||http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e9b141c1c5dc9ad60448e74371ba763c.mp3
